Institution Name,City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15),AdmissionsDiversityIndex,ApplicantsDiversityIndex
Indiana University of Pennsylvania-Main Campus,Indiana,www.iup.edu,1,PA,1,32,2,1,76,2443,0.121589742,0.494733639,0.44871698,0.455976828,0.806765128,0.07578304,0.485670238,135,0.467239175,0.470181693
Middle Tennessee State University,Murfreesboro,www.mtsu.edu,1,TN,1,12,2,1,73,4034,0.344836751,0.497280662,0.537685686,0.46758383,0.848538521,0.105971832,0.461304876,112,0.872993519,0.492468256
New Mexico State University-Main Campus,Las Cruces,www.nmsu.edu/,1,NM,1,22,2,1,74,2749,0.346631763,0.498030731,0.648479645,0.447219143,0.846456729,0.087530517,0.465816493,108,0.805703011,0.491307239
North Dakota State University-Main Campus,Fargo,https://www.ndsu.edu,1,ND,1,12,2,1,78,2286,0.151808925,0.495704628,0.328081212,0.458363584,0.811723174,0.079884886,0.476106738,135,0.854117722,0.497520514
Northern Michigan University,Marquette,www.nmu.edu,1,MI,1,33,2,1,74,1240,0.248263891,0.495951429,0.286283924,0.464236082,0.853038477,0.076123997,0.493928882,122,0.677001522,0.484055904
Northwestern University,Evanston,www.northwestern.edu,2,IL,1,13,2,1,97,2328,0.086345303,0.500056055,0.723483457,0.451535508,0.825709742,0.089044064,0.500003546,275,0.791906576,0.499446141
Southern Illinois University-Edwardsville,Edwardsville,www.siue.edu,1,IL,1,21,2,1,74,2273,0.240289644,0.497765373,0.453952005,0.463823842,0.859020691,0.088515173,0.478340875,131,0.638676458,0.477769578
Stephen F Austin State University,Nacogdoches,www.sfasu.edu,1,TX,1,33,2,1,71,2086,0.180911467,0.466355769,0.598570611,0.451763614,0.79079318,0.111269908,0.482449942,111,0.311554947,0.450519198
Texas State University,San Marcos,www.txstate.edu,1,TX,1,23,2,1,78,6448,0.296872381,0.490194559,0.633964882,0.455786494,0.853132042,0.089642879,0.478131218,148,0.70246435,0.476971374
The University of Alabama,Tuscaloosa,www.ua.edu/,1,AL,1,13,2,1,86,6354,0.148960434,0.495280371,0.40201505,0.455153235,0.758582961,0.094975296,0.475309724,179,0.579518301,0.471712812
The University of Montana,Missoula,www.umt.edu,1,MT,1,13,2,1,73,1685,0.367189943,0.496330654,0.433991036,0.450233541,0.854134782,0.084171671,0.452013214,123,0.742680501,0.494155525
The University of Texas at El Paso,El Paso,www.utep.edu,1,TX,1,11,2,1,72,3332,0.368861148,0.497258266,0.350002269,0.451160723,0.842496991,0.109211221,0.475053817,99,0.837850449,0.495473072
University of Akron Main Campus,Akron,www.uakron.edu,1,OH,1,12,2,1,74,3113,0.270455445,0.49829019,0.468397556,0.46664716,0.809755568,0.112277671,0.489296012,100,0.6357828,0.499738561
University of Arkansas at Little Rock,Little Rock,ualr.edu/www/,1,AR,1,12,2,1,72,1346,0.475003701,0.478474415,0.632214496,0.475930733,0.842534247,0.079662246,0.480397033,54,0.923496744,0.48557689
University of Maryland-Baltimore County,Baltimore,umbc.edu,1,MD,1,21,2,1,86,2521,0.250713741,0.495370319,0.73178648,0.456614675,0.851449411,0.028759256,0.480526613,170,0.771923161,0.49922484
University of Miami,Coral Gables,www.miami.edu/,2,FL,1,21,2,1,92,2601,0.111063897,0.499603081,0.757807533,0.462573501,0.852447209,0.093064105,0.500003888,235,0.363034301,0.497656866
University of Mississippi,University,www.olemiss.edu,1,MS,1,33,2,1,87,3826,0.156553967,0.491789693,0.403931077,0.454313823,0.770021837,0.118640401,0.473078183,157,0.459260216,0.485321875
University of Nebraska at Omaha,Omaha,www.unomaha.edu,1,NE,1,11,2,1,77,2405,0.346230252,0.499257562,0.504716137,0.457902672,0.776666182,0.084679616,0.475262181,104,0.852675611,0.495000511
University of North Dakota,Grand Forks,und.edu,1,ND,1,13,2,1,81,2115,0.285282092,0.491229393,0.37094328,0.458929058,0.839803031,0.118210734,0.476988116,133,0.891274341,0.498315888
University of Southern Maine,Portland,www.usm.maine.edu,1,ME,1,13,2,1,64,1218,0.435539069,0.493439672,0.401179292,0.466918326,0.8306319,0.081384194,0.480808482,81,0.69611784,0.482776705
University of Toledo,Toledo,www.utoledo.edu/,1,OH,1,11,2,1,72,2627,0.254003813,0.499542816,0.531476905,0.462813338,0.754730651,0.086752752,0.487449354,116,0.693429399,0.495448175
Baylor University,Waco,www.baylor.edu,2,TX,1,12,2,1,89,3062,0.042474522,0.487338328,0.559519218,0.450901602,0.80070702,0.090047815,0.500004225,208,0.267015334,0.495675422
College of Staten Island CUNY,Staten Island,www.csi.cuny.edu,1,NY,1,11,2,1,80,1519,0.296697424,0.493375339,0.681672253,0.44854448,0.836565066,0.08816088,0.494648012,133,0.42580019,0.491433303
East Carolina University,Greenville,www.ecu.edu,1,NC,1,13,2,1,80,4344,0.26075914,0.48612377,0.499464948,0.461227812,0.818189099,0.087007181,0.462522891,146,0.645857848,0.477426078
Fort Hays State University,Hays,www.fhsu.edu,1,KS,1,33,2,1,70,2604,0.434528806,0.475575799,0.568191464,0.46662671,0.606974301,0.08816088,0.477085171,110,0.931266515,0.49227745
Georgia State University,Atlanta,www.gsu.edu,1,GA,1,11,2,1,80,4712,0.323811244,0.48384215,0.743331209,0.456776632,0.848371145,0.078608921,0.477552608,130,0.816994744,0.470382229
Humboldt State University,Arcata,www.humboldt.edu,1,CA,1,33,2,1,75,1727,0.299917619,0.493374424,0.68611566,0.45039576,0.874342994,0.110186481,0.48215636,96,0.041754967,0.481062033
Indiana University-Purdue University-Fort Wayne,Fort Wayne,www.ipfw.edu,1,IN,1,11,2,1,64,1384,0.277288591,0.494958129,0.321648851,0.462568846,0.824960282,0.082993,0.4779936,60,0.890262509,0.494512037
Marshall University,Huntington,www.marshall.edu/,1,WV,1,13,2,1,73,1601,0.259318021,0.489601459,0.366302012,0.459600889,0.812400269,0.124976459,0.483432309,117,0.717536601,0.487127903
Sonoma State University,Rohnert Park,www.sonoma.edu,1,CA,1,21,2,1,81,1949,0.187666712,0.470947435,0.678405058,0.45565255,0.841270257,0.114122168,0.483551939,136,-0.416407864,0.4590344
South Dakota State University,Brookings,www.sdstate.edu/,1,SD,1,33,2,1,76,2016,0.191211183,0.497840813,0.272144841,0.463903081,0.755261437,0.114743148,0.498361228,143,0.801685655,0.499926246
Southeast Missouri State University,Cape Girardeau,www.semo.edu,1,MO,1,13,2,1,73,1697,0.258722515,0.492840203,0.480572987,0.460843066,0.837997793,0.112644657,0.493261312,127,0.794490156,0.479334882
Texas A & M University-College Station,College Station,www.tamu.edu,1,TX,1,12,2,1,90,10502,0.060625901,0.499728067,0.597684663,0.447036723,0.828147204,0.091670234,0.465431991,209,0.810226273,0.499996742
The University of Texas Rio Grande Valley,Edinburg,www.utrgv.edu,1,TX,1,13,2,1,77,4144,0.292834564,0.493113481,0.2084713,0.464810283,0.84483208,0.08331323,0.480278251,100,0.858240332,0.493007353
Towson University,Towson,www.towson.edu,1,MD,1,13,2,1,86,4428,0.205607859,0.481516677,0.593657514,0.455787052,0.870917823,0.085631778,0.482491969,172,0.684109728,0.461406904
University of California-Irvine,Irvine,www.uci.edu/,1,CA,1,11,2,1,93,6570,0.084040036,0.497172035,0.771298352,0.432336243,0.863247221,0.084737372,0.458439837,241,0.316969356,0.497061357
University of California-Los Angeles,Los Angeles,www.ucla.edu/,1,CA,1,11,2,1,96,8105,0.097296804,0.492674808,0.784092933,0.444704674,0.823292547,0.084685665,0.460391188,251,0.680110619,0.497897673
University of California-San Diego,La Jolla,www.ucsd.edu,1,CA,1,11,2,1,95,6203,0.106863998,0.498782822,0.771530333,0.434730669,0.833228727,0.084910045,0.457170078,230,0.506178612,0.498437249
University of Minnesota-Duluth,Duluth,www.d.umn.edu/,1,MN,1,13,2,1,76,1875,0.09375513,0.498282352,0.337502062,0.457832874,0.861988163,0.090213527,0.496589884,149,0.738859636,0.500039785
University of North Carolina at Greensboro,Greensboro,www.uncg.edu,1,NC,1,11,2,1,77,2888,0.300876274,0.448031683,0.639079622,0.465256234,0.86141313,0.08883073,0.463541936,143,0.612212799,0.435096635
University of North Florida,Jacksonville,www.unf.edu,1,FL,1,11,2,1,80,3255,0.363840014,0.495227215,0.516046228,0.454496701,0.843535877,0.085383137,0.467881052,124,0.737983338,0.4782899
University of Northern Iowa,Cedar Falls,www.uni.edu,1,IA,1,13,2,1,80,2166,0.172754292,0.490035861,0.316037454,0.45694136,0.84121985,0.089347787,0.479552267,171,0.734043299,0.479970156
University of Southern Indiana,Evansville,www.usi.edu,1,IN,1,22,2,1,71,1536,0.218272752,0.475433166,0.238818801,0.461929872,0.794202719,0.086939503,0.479136851,92,0.631074914,0.452005269
University of Wisconsin-Green Bay,Green Bay,www.uwgb.edu,1,WI,1,12,2,1,75,1285,0.391989601,0.443829992,0.260438181,0.464810455,0.829614773,0.097883974,0.48630514,115,0.748976155,0.440413159
Washington University in St Louis,Saint Louis,www.wustl.edu,2,MO,1,21,2,1,96,1762,0.145129688,0.498811137,0.687767065,0.452815273,0.867277898,0.08979088,0.500003584,277,0.662829955,0.499623401
Western Carolina University,Cullowhee,www.wcu.edu,1,NC,1,32,2,1,80,1992,0.303453339,0.495402514,0.367323741,0.467032954,0.810174238,0.078918581,0.480213901,136,0.450884117,0.481651667
Western Illinois University,Macomb,www.wiu.edu,1,IL,1,33,2,1,68,2181,0.258667456,0.500035261,0.560986599,0.455836397,0.840986971,0.08128115,0.496922727,143,0.585804929,0.491749988
Western Michigan University,Kalamazoo,https://wmich.edu/,1,MI,1,13,2,1,79,3644,0.228145053,0.499910764,0.491721806,0.456725365,0.811275032,0.113451933,0.471299245,138,0.64444277,0.494956547
Clemson University,Clemson,www.clemson.edu,1,SC,1,21,2,1,93,3981,0.074283864,0.498412365,0.386664139,0.454654765,0.829194814,0.044337043,0.466848069,226,0.694994834,0.496842442
Cleveland State University,Cleveland,www.csuohio.edu/,1,OH,1,11,2,1,71,2316,0.393831505,0.498494667,0.582702962,0.464002928,0.834676043,0.08717126,0.497404203,75,0.674708811,0.484687793
Cornell University,Ithaca,www.cornell.edu,2,NY,1,13,2,1,97,3758,0.020738888,0.499551719,0.768815207,0.4526776,0.845468579,0.042832145,0.500003698,274,0.7956954,0.496932889
Delaware State University,Dover,www.desu.edu,1,DE,1,13,2,1,72,699,0.105841318,0.464998373,0.513684638,0.460059809,0.86408475,0.077096708,0.486686633,94,-0.163876853,0.450960603
East Central University,Ada,https://www.ecok.edu,1,OK,1,33,2,1,64,683,0.337969298,0.487294076,0.63935401,0.460878866,0.844265084,0.108151879,0.475978066,86,0.86003918,0.488556205
East Tennessee State University,Johnson City,www.etsu.edu,1,TN,1,13,2,1,71,2320,0.317660601,0.492959095,0.335439168,0.466057465,0.79768996,0.11932076,0.463067868,103,0.630661003,0.483563697
Eastern Kentucky University,Richmond,www.eku.edu,1,KY,1,32,2,1,74,2547,0.347113205,0.489946587,0.308445876,0.457095097,0.812019173,0.088340181,0.483962697,99,0.662218164,0.483523263
Kutztown University of Pennsylvania,Kutztown,www.kutztown.edu/,1,PA,1,31,2,1,73,1804,0.110025419,0.496265462,0.388250434,0.456923172,0.845211563,0.076276264,0.483100989,145,0.492892652,0.489554572
Millersville University of Pennsylvania,Millersville,www.millersville.edu,1,PA,1,21,2,1,76,1458,0.189393072,0.493527766,0.389152076,0.461126106,0.884342342,0.028237363,0.489958532,160,0.589889735,0.488404203
Northeastern Illinois University,Chicago,www.neiu.edu/,1,IL,1,11,2,1,61,1698,0.495645206,0.493839266,0.731132601,0.460968299,0.853288779,0.114751779,0.492559594,51,0.811872516,0.492875791
Northeastern State University,Tahlequah,www.nsuok.edu,1,OK,1,33,2,1,62,1372,0.472778608,0.476502972,0.700464943,0.470962001,0.802597872,0.123892499,0.483415293,76,0.905692783,0.490981596
Rhode Island College,Providence,www.ric.edu,1,RI,1,21,2,1,76,1340,0.370236601,0.437395227,0.560062503,0.463214097,0.810932189,0.083761139,0.477484538,106,0.465110272,0.458308743
Rowan University,Glassboro,www.rowan.edu,1,NJ,1,21,2,1,86,2671,0.198123166,0.497137295,0.521894186,0.460570089,0.853985723,0.078324786,0.492812856,181,0.717460995,0.499425617
Saint Cloud State University,Saint Cloud,www.stcloudstate.edu,1,MN,1,13,2,1,72,2105,0.231127382,0.498084339,0.463202827,0.459787743,0.81094266,0.120994914,0.486403374,116,0.820660655,0.493176149
Southern Utah University,Cedar City,https://www.suu.edu/,1,UT,1,33,2,1,64,895,0.405882777,0.489549781,0.3927933,0.456308774,0.87928583,0.090998399,0.468939211,110,0.510358017,0.498009608
State University of New York at New Paltz,New Paltz,www.newpaltz.edu,1,NY,1,21,2,1,89,1750,0.1565035,0.46933109,0.58036995,0.459902559,0.870487346,0.088878763,0.484843155,192,0.069084397,0.47500124
SUNY at Albany,Albany,www.albany.edu,1,NY,1,13,2,1,82,3003,0.117916594,0.499815035,0.688675942,0.44159307,0.84336038,0.042364661,0.473341958,189,0.525124098,0.49937618
The College of New Jersey,Ewing,www.tcnj.edu,1,NJ,1,21,2,1,95,1647,0.069613821,0.48257988,0.543422044,0.458677232,0.858714116,0.057597056,0.489826127,243,0.399037727,0.493332536
The University of Texas at Arlington,Arlington,WWW.UTA.EDU,1,TX,1,11,2,1,71,7481,0.498463678,0.478807031,0.765500954,0.459186827,0.642351625,0.090190966,0.476061355,101,0.892352193,0.494500062
The University of West Florida,Pensacola,uwf.edu,1,FL,1,13,2,1,72,2144,0.425373148,0.491133987,0.541754398,0.458048755,0.845977867,0.089649864,0.467999609,108,0.8634339,0.492978438
University at Buffalo,Buffalo,www.buffalo.edu,1,NY,1,21,2,1,88,5016,0.138546042,0.49337526,0.705070035,0.456653294,0.855167004,0.043689938,0.468073358,198,0.714799201,0.498927653
University of Central Oklahoma,Edmond,www.uco.edu,1,OK,1,21,2,1,62,2598,0.366607541,0.486321644,0.647633383,0.460916635,0.78966115,0.083091533,0.484582405,87,0.892999751,0.485469674
University of Colorado Denver/Anschutz Medical Campus,Denver,www.ucdenver.edu/,1,CO,1,11,2,1,68,2166,0.359691903,0.495586341,0.64784964,0.45481378,0.851574244,0.110148947,0.495600667,102,0.75161954,0.476873548
University of Hawaii at Hilo,Hilo,www.hilo.hawaii.edu,1,HI,1,33,2,1,63,750,0.392278673,0.474242918,0.886463449,0.469081616,0.855337508,0.112856428,0.474639406,85,0.745108781,0.454311203
University of Massachusetts-Dartmouth,North Dartmouth,www.umassd.edu,1,MA,1,22,2,1,75,1385,0.245127384,0.499447902,0.599533101,0.457872942,0.826852463,0.02822662,0.47984901,130,0.604705974,0.49912654
University of South Carolina-Columbia,Columbia,www.sc.edu/,1,SC,1,12,2,1,87,5417,0.110554134,0.497416468,0.440752963,0.458751788,0.816262903,0.043820555,0.463605469,201,0.604624881,0.484707352
University of Wisconsin-Oshkosh,Oshkosh,www.uwosh.edu,1,WI,1,13,2,1,78,1945,0.214320304,0.483701184,0.243915011,0.465152347,0.852084035,0.086091859,0.486013008,127,0.828415035,0.483401968
University of Wisconsin-Stevens Point,Stevens Point,www.uwsp.edu,1,WI,1,32,2,1,76,1909,0.174238895,0.499044301,0.242160871,0.462562115,0.879811471,0.094966998,0.483020547,140,0.783108378,0.495797857
University of Wisconsin-Whitewater,Whitewater,www.uww.edu,1,WI,1,32,2,1,81,2207,0.165797588,0.500039917,0.322275933,0.457730148,0.742573079,0.090177115,0.480964584,140,0.810102944,0.499846666
Wayne State University,Detroit,www.wayne.edu,1,MI,1,11,2,1,77,3072,0.377060376,0.493975398,0.649469837,0.459642383,0.859788938,0.089664436,0.476734922,81,0.739331752,0.486278776
Wichita State University,Wichita,www.wichita.edu,1,KS,1,11,2,1,72,2145,0.399916378,0.498705126,0.600367867,0.464603291,0.80734088,0.114593643,0.486649706,122,0.789965331,0.499740396
Bloomsburg University of Pennsylvania,Bloomsburg,www.bloomu.edu,1,PA,1,13,2,1,77,1709,0.09165738,0.490823474,0.345598695,0.453828158,0.813147112,0.08560644,0.481661,167,0.256627127,0.476070451
Brigham Young University-Provo,Provo,www.byu.edu,2,UT,1,12,2,1,86,6364,0.192529548,0.498769893,0.308304853,0.450059172,0.876967489,0.085396846,0.500013843,195,0.938957194,0.493715512
Brown University,Providence,www.brown.edu,2,RI,1,12,2,1,98,1591,0.020239023,0.498266959,0.767305926,0.437398693,0.86659873,0.081290684,0.500003671,275,0.79152176,0.481735337
California University of Pennsylvania,California,www.calu.edu,1,PA,1,23,2,1,77,1368,0.315672119,0.498095662,0.382893057,0.460339548,0.842762746,0.077242679,0.49700162,138,0.708762095,0.489484039
Central Connecticut State University,New Britain,www.ccsu.edu,1,CT,1,21,2,1,78,1902,0.324045045,0.497928753,0.535134898,0.462415528,0.841651261,0.086647916,0.479361591,128,0.790787032,0.499945558
College of Charleston,Charleston,www.cofc.edu,1,SC,1,12,2,1,79,2410,0.153375974,0.464627954,0.358085399,0.45782994,0.860269443,0.117694244,0.471566435,182,-0.081730076,0.435050254
George Washington University,Washington,www.gwu.edu,2,DC,1,11,2,1,94,2441,0.164116034,0.491726498,0.6949635,0.439835754,0.78447224,0.090937324,0.500003719,239,0.385396166,0.484200225
Indiana University-Northwest,Gary,www.iun.edu,1,IN,1,13,2,1,66,604,0.363604581,0.447325304,0.686297906,0.472335199,0.776381132,0.088919958,0.495600667,62,0.82515851,0.437133304
Indiana University-South Bend,South Bend,https://iusb.edu/,1,IN,1,12,2,1,66,768,0.331125557,0.477818911,0.516117901,0.472996269,0.826949428,0.086918665,0.473573772,64,0.863528551,0.471692578
Jackson State University,Jackson,www.jsums.edu,1,MS,1,12,2,1,78,984,0.412444156,0.464874316,0.195438314,0.471724771,0.844892178,0.108748768,0.48321495,100,0.235492284,0.463757097
Lamar University,Beaumont,www.lamar.edu,1,TX,1,12,2,1,58,1635,0.408406797,0.488528709,0.701424646,0.459923571,0.754528264,0.111638346,0.483186549,85,0.782139097,0.485314701
McNeese State University,Lake Charles,www.mcneese.edu,1,LA,1,13,2,1,67,1138,0.300495677,0.483113086,0.49440539,0.464283971,0.782977333,0.114438931,0.477327903,92,0.809284904,0.486949609
Midwestern State University,Wichita Falls,www.mwsu.edu,1,TX,1,12,2,1,70,1013,0.390063575,0.488787058,0.663249525,0.469100258,0.657680507,0.087911806,0.498911993,108,0.757861965,0.48637869
Minnesota State University-Mankato,Mankato,www.mnsu.edu,1,MN,1,13,2,1,74,2403,0.195103921,0.498935378,0.432535016,0.462031616,0.829630537,0.085493485,0.486193011,122,0.7231684,0.490857037
Montana State University,Bozeman,www.montana.edu/,1,MT,1,33,2,1,76,2282,0.239026608,0.494950116,0.284059113,0.458642385,0.884670673,0.07869402,0.459457277,122,0.608630725,0.499948018
Montclair State University,Montclair,www.montclair.edu,1,NJ,1,21,2,1,83,3399,0.203784911,0.47351249,0.707260102,0.445854013,0.857199308,0.08816088,0.493180337,163,0.543155352,0.469111476
Morehead State University,Morehead,www.moreheadstate.edu,1,KY,1,33,2,1,66,1306,0.2478156,0.481847417,0.191257732,0.465810515,0.85815667,0.083841108,0.495891773,114,0.697771244,0.479752974
Murray State University,Murray,www.murraystate.edu,1,KY,1,33,2,1,72,1696,0.294922339,0.484434258,0.365953762,0.461489559,0.83267127,0.115290138,0.469514417,138,0.671513981,0.48342752
New York University,New York,www.nyu.edu,2,NY,1,11,2,1,93,5914,0.083296327,0.49040907,0.781571954,0.444951738,0.85601651,0.029034505,0.500003586,246,0.499535435,0.484977368
Northern Illinois University,Dekalb,www.niu.edu,1,IL,1,23,2,1,72,3481,0.269512482,0.499898178,0.618171241,0.455513146,0.84593347,0.090450452,0.490143103,130,0.755548581,0.495713469
Ramapo College of New Jersey,Mahwah,www.ramapo.edu,1,NJ,1,21,2,1,86,1288,0.228346076,0.495588376,0.55357418,0.44706521,0.856178564,0.040316481,0.491731796,206,0.596065099,0.481914462
Seattle University,Seattle,www.seattleu.edu,2,WA,1,11,2,1,84,1223,0.13316233,0.480295131,0.737660538,0.460905636,0.824547202,0.084585318,0.500004278,213,-0.232691929,0.456801491
Stockton University,Galloway,www.stockton.edu,1,NJ,1,22,2,1,87,2095,0.226789824,0.484033054,0.453328173,0.446278733,0.840246698,0.074519953,0.494778164,174,0.674883922,0.47720316
SUNY College at Plattsburgh,Plattsburgh,www.plattsburgh.edu,1,NY,1,32,2,1,83,1245,0.1913308,0.492897023,0.501393125,0.454156323,0.832925953,0.11059509,0.485468618,163,0.471990165,0.474791935
Tarleton State University,Stephenville,www.tarleton.edu,1,TX,1,33,2,1,66,2254,0.341350797,0.474537668,0.495917596,0.464936754,0.765089655,0.086609123,0.481434001,111,0.656833528,0.468456595
University of Alabama at Birmingham,Birmingham,www.uab.edu,1,AL,1,12,2,1,79,2205,0.360951459,0.484720866,0.563361083,0.460768543,0.80439384,0.111356059,0.486108194,139,0.724673116,0.455121866
University of Alaska Fairbanks,Fairbanks,www.uaf.edu,1,AK,1,23,2,1,75,572,0.497511016,0.488754067,0.711662106,0.462747851,0.788162766,0.08191684,0.469374868,94,0.954225532,0.499061475
University of California-Riverside,Riverside,WWW.UCR.EDU,1,CA,1,11,2,1,91,4392,0.094487366,0.499267742,0.746038761,0.438422124,0.85167488,0.084020143,0.460945254,174,0.300877178,0.495809522
University of California-Santa Barbara,Santa Barbara,www.ucsb.edu,1,CA,1,22,2,1,93,5235,0.044021381,0.49842613,0.770814598,0.432336243,0.839333488,0.088204321,0.462192689,231,0.294179766,0.497703193
University of Central Missouri,Warrensburg,www.ucmo.edu,1,MO,1,32,2,1,71,1972,0.26157982,0.494229377,0.548538542,0.46346279,0.824739532,0.083091533,0.489638766,139,0.791377244,0.482962005
University of Louisville,Louisville,www.louisville.edu,1,KY,1,11,2,1,79,2704,0.296981439,0.499988842,0.42841917,0.463962187,0.867215521,0.092714413,0.474927683,135,0.800161343,0.495549205
University of Maryland-College Park,College Park,www.umd.edu,1,MD,1,21,2,1,95,7253,0.122137861,0.496900476,0.7093088,0.454838678,0.857095838,0.09258499,0.456346222,235,0.81913802,0.499788964
University of Massachusetts-Lowell,Lowell,www.uml.edu,1,MA,1,21,2,1,86,2333,0.389440415,0.471684446,0.598384275,0.451526071,0.847676614,0.114014776,0.47532561,140,0.871628917,0.489921784
University of Michigan-Flint,Flint,www.umflint.edu,1,MI,1,13,2,1,72,1265,0.460007808,0.478089271,0.552307401,0.47300895,0.750623721,0.073001157,0.485482437,91,0.670879601,0.455985043
University of Missouri-Kansas City,Kansas City,www.umkc.edu/,1,MO,1,11,2,1,75,1741,0.317285485,0.489649817,0.611207815,0.46307572,0.850455738,0.107362891,0.481867724,126,0.877460978,0.472630991
University of Missouri-St Louis,Saint Louis,www.umsl.edu/,1,MO,1,21,2,1,75,2252,0.380196832,0.486079239,0.490154963,0.461630179,0.833238971,0.092618598,0.470284367,116,0.976064136,0.483102905
University of North Carolina at Pembroke,Pembroke,www.uncp.edu,1,NC,1,32,2,1,67,944,0.380637337,0.47625425,0.706865712,0.467420978,0.875496461,0.079561653,0.475974619,83,0.545643374,0.48844129
University of South Alabama,Mobile,www.southalabama.edu,1,AL,1,12,2,1,73,1996,0.319110176,0.492705487,0.57445014,0.463982099,0.774604001,0.090732141,0.488535245,86,0.735272929,0.495006563
University of Southern California,Los Angeles,www.usc.edu/,2,CA,1,11,2,1,96,5138,0.070491492,0.499973394,0.778249155,0.443823414,0.818999161,0.082976242,0.500003586,261,0.762690249,0.497895912
West Texas A & M University,Canyon,www.wtamu.edu,1,TX,1,31,2,1,64,1478,0.338570899,0.494324969,0.577074933,0.462342808,0.82648011,0.109621604,0.499598338,109,0.709099909,0.494162403
Winston-Salem State University,Winston-Salem,www.wssu.edu,1,NC,1,12,2,1,76,1121,0.385013239,0.409188887,0.483705882,0.478638935,0.516006538,0.075329545,0.478294333,112,0.114030442,0.424602926
Wright State University-Main Campus,Dayton,www.wright.edu,1,OH,1,21,2,1,67,2151,0.320553028,0.499435721,0.519117625,0.463193645,0.824579401,0.085151018,0.489096605,104,0.800635579,0.494070475
Andrews University,Berrien Springs,www.andrews.edu,2,MI,1,31,2,1,80,420,0.206067786,0.494211669,0.789212817,0.462813708,0.842562361,0.08569401,0.500006472,154,0.706437716,0.484279047
Bemidji State University,Bemidji,www.bemidjistate.edu,1,MN,1,33,2,1,66,996,0.367327506,0.49011852,0.325203514,0.467626977,0.784482797,0.082488924,0.500012372,120,0.684519652,0.489109498
California State University-Bakersfield,Bakersfield,www.csub.edu,1,CA,1,11,2,1,76,1774,0.315031642,0.47617677,0.662979034,0.457441603,0.845608896,0.08816088,0.483970619,98,0.419685319,0.487050478
California State University-Dominguez Hills,Carson,www.csudh.edu,1,CA,1,13,2,1,82,2866,0.475600022,0.465349348,0.649912595,0.457068012,0.835636215,0.08816088,0.481245338,70,0.349146604,0.479623352
Chapman University,Orange,www.chapman.edu,2,CA,1,12,2,1,90,1515,0.059127689,0.479236912,0.654512916,0.450465191,0.791821008,0.091408477,0.500003755,212,0.054591858,0.465971105
Columbia University in the City of New York,New York,www.columbia.edu,2,NY,1,11,2,1,96,2221,0.306092141,0.498421603,0.757634421,0.452627854,0.845394392,0.08867936,0.500003483,275,0.903284357,0.496852096
CUNY Lehman College,Bronx,www.lehman.cuny.edu,1,NY,1,11,2,1,83,2146,0.491999859,0.437487353,0.638884648,0.471525748,0.778081666,0.115587835,0.493022046,93,0.613227931,0.474224855
DePaul University,Chicago,www.depaul.edu,2,IL,1,11,2,1,84,3750,0.296399246,0.498701864,0.678391733,0.448473357,0.7974699,0.08816088,0.500004589,196,0.389316452,0.482429732
Elon University,Elon,www.elon.edu,2,NC,1,22,2,1,90,1342,0.012126898,0.483989756,0.339144059,0.457442418,0.814927789,0.082437609,0.500005198,241,0.277713419,0.455243076
Florida Gulf Coast University,Fort Myers,www.fgcu.edu,1,FL,1,21,2,1,79,2331,0.212907922,0.494178882,0.518190193,0.471798408,0.782142276,0.088902231,0.449339314,113,0.614310144,0.486293431
Keene State College,Keene,www.keene.edu,1,NH,1,32,2,1,73,924,0.079269543,0.49303026,0.262376013,0.467273778,0.866510453,0.07835039,0.490832392,179,0.21791712,0.489023102
Liberty University,Lynchburg,www.liberty.edu,2,VA,1,13,2,1,75,8099,0.476459046,0.486838353,0.683651057,0.469490548,0.72352245,0.080976624,0.500006641,131,0.911871566,0.486229819
Louisiana Tech University,Ruston,www.latech.edu,1,LA,1,32,2,1,80,1231,0.22111787,0.499251524,0.512602576,0.455316215,0.801097261,0.113254253,0.45440522,131,0.863743322,0.490297057
Loyola University Chicago,Chicago,www.luc.edu,2,IL,1,11,2,1,86,2235,0.145146136,0.455653705,0.638284576,0.456504372,0.847797816,0.092438608,0.500004266,203,-0.831597922,0.434698034
Morgan State University,Baltimore,www.morgan.edu,1,MD,1,11,2,1,76,902,0.311823183,0.497347799,0.361683384,0.477474264,0.827582593,0.103991266,0.48578606,82,0.675334953,0.481635455
Rutgers University-Newark,Newark,www.newark.rutgers.edu/,1,NJ,1,11,2,1,87,1588,0.334408128,0.498818883,0.806772759,0.461915079,0.700047943,0.080429046,0.479953902,170,0.415359813,0.496573994
Shippensburg University of Pennsylvania,Shippensburg,www.ship.edu/,1,PA,1,31,2,1,69,1203,0.099238439,0.500038234,0.379252681,0.454207486,0.768552138,0.075404729,0.491646029,148,0.523387373,0.498157415
